date,Bills & Utilities,Education,Entertainment,Food & Dining,Healthcare,Income,Others,Savings,Travel,total_daily_expense,daily_expense_capped,original_daily_expense
2019-09-13,0.0,0.0,0.0,16150.0,0.0,0.0,710.0,0.0,0.0,16860.0,0,16860.0
2019-09-14,2150.0,0.0,0.0,6090.0,0.0,0.0,1920.0,8120.0,0.0,18280.0,0,18280.0
2019-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8250.0,8250.0,0,8250.0
2019-09-16,0.0,0.0,0.0,20690.0,0.0,0.0,209940.0,0.0,1680.0,232310.0,0,232310.0
2019-09-17,0.0,0.0,0.0,4080.0,0.0,0.0,21840.0,0.0,0.0,25920.0,0,25920.0
2019-09-18,0.0,0.0,0.0,15870.0,0.0,0.0,1250.0,0.0,0.0,17120.0,0,17120.0
2019-09-19,12860.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,112860.0,0,112860.0
2019-09-20,0.0,0.0,0.0,14980.0,0.0,100000.0,7350.0,0.0,0.0,122330.0,0,122330.0
2019-09-22,8420.0,0.0,0.0,0.0,0.0,0.0,11730.0,0.0,0.0,20150.0,0,20150.0
2019-09-23,0.0,0.0,0.0,2500.0,0.0,0.0,100000.0,0.0,14120.0,116620.0,0,116620.0
2019-09-24,0.0,0.0,0.0,10610.0,0.0,100000.0,53930.0,4930.0,0.0,169470.0,0,169470.0
2019-09-25,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,3450.0,103450.0,0,103450.0
2019-09-26,0.0,0.0,0.0,49250.0,0.0,0.0,0.0,0.0,4170.0,53420.0,0,53420.0
2019-09-27,0.0,0.0,0.0,7720.0,0.0,0.0,114130.0,0.0,0.0,121850.0,0,121850.0
2019-09-28,0.0,0.0,0.0,0.0,0.0,0.0,960.0,0.0,0.0,960.0,0,960.0
2019-09-29,0.0,0.0,2590.0,31630.0,0.0,0.0,2740.0,0.0,0.0,36960.0,0,36960.0
2019-09-30,0.0,0.0,0.0,27160.0,0.0,0.0,520.0,0.0,0.0,27680.0,0,27680.0
2019-10-01,23250.0,0.0,0.0,9330.0,0.0,0.0,10130.0,0.0,1620.0,44330.0,0,44330.0
2019-10-02,0.0,0.0,0.0,8560.0,0.0,100000.0,106410.0,0.0,0.0,214970.0,0,214970.0
2019-10-03,1600.0,0.0,0.0,0.0,2950.0,0.0,0.0,0.0,0.0,4550.0,0,4550.0
2019-10-04,0.0,0.0,1400.0,0.0,0.0,0.0,105700.0,0.0,760.0,107860.0,0,107860.0
2019-10-05,0.0,0.0,1540.0,0.0,0.0,0.0,3990.0,1210.0,0.0,6740.0,0,6740.0
2019-10-06,0.0,0.0,0.0,46700.0,0.0,0.0,17130.0,0.0,0.0,63830.0,0,63830.0
2019-10-07,28850.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,9170.0,138020.0,0,138020.0
2019-10-08,0.0,0.0,0.0,7540.0,0.0,0.0,22580.0,0.0,0.0,30120.0,0,30120.0
2019-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21220.0,21220.0,0,21220.0
2019-10-10,0.0,0.0,0.0,320.0,0.0,0.0,4500.0,0.0,0.0,4820.0,0,4820.0
2019-10-11,0.0,0.0,0.0,0.0,0.0,0.0,106220.0,0.0,0.0,106220.0,0,106220.0
2019-10-12,0.0,0.0,0.0,1130.0,0.0,0.0,110180.0,0.0,0.0,111310.0,0,111310.0
2019-10-13,0.0,0.0,0.0,0.0,0.0,100000.0,107800.0,0.0,22370.0,230170.0,0,230170.0
2019-10-14,0.0,0.0,0.0,23250.0,0.0,0.0,29210.0,0.0,0.0,52460.0,0,52460.0
2019-10-15,0.0,0.0,0.0,0.0,0.0,0.0,221490.0,0.0,61610.0,283100.0,0,283100.0
2019-10-16,0.0,0.0,0.0,34210.0,0.0,0.0,0.0,0.0,1160.0,35370.0,0,35370.0
2019-10-17,0.0,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,0,1150.0
2019-10-18,0.0,0.0,0.0,2380.0,0.0,0.0,36710.0,0.0,0.0,39090.0,0,39090.0
2019-10-19,0.0,0.0,0.0,0.0,0.0,0.0,1240.0,0.0,0.0,1240.0,0,1240.0
2019-10-20,0.0,0.0,0.0,2280.0,0.0,0.0,5020.0,0.0,2240.0,9540.0,0,9540.0
2019-10-21,11810.0,0.0,0.0,5680.0,0.0,0.0,0.0,0.0,4740.0,22230.0,0,22230.0
2019-10-22,0.0,0.0,0.0,880.0,0.0,0.0,100660.0,0.0,0.0,101540.0,0,101540.0
2019-10-23,5690.0,0.0,2870.0,5780.0,0.0,0.0,0.0,0.0,0.0,14340.0,0,14340.0
2019-10-24,0.0,0.0,0.0,2350.0,0.0,0.0,0.0,0.0,2750.0,5100.0,0,5100.0
2019-10-25,0.0,0.0,0.0,13910.0,0.0,0.0,0.0,0.0,2820.0,16730.0,0,16730.0
2019-10-26,0.0,0.0,0.0,29330.0,0.0,0.0,0.0,0.0,0.0,29330.0,0,29330.0
2019-10-27,1140.0,0.0,0.0,0.0,0.0,100000.0,101690.0,0.0,0.0,202830.0,0,202830.0
2019-10-28,0.0,0.0,0.0,4050.0,0.0,0.0,780.0,620.0,5570.0,11020.0,0,11020.0
2019-10-29,0.0,0.0,0.0,0.0,0.0,0.0,7840.0,690.0,0.0,8530.0,0,8530.0
2019-10-30,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,5610.0,0.0,105610.0,0,105610.0
2019-10-31,25540.0,0.0,0.0,0.0,0.0,0.0,120600.0,5590.0,24820.0,176550.0,0,176550.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,2750.0,28960.0,131710.0,0,131710.0
2019-11-03,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,5970.0,2800.0,108770.0,0,108770.0
2019-11-04,2570.0,0.0,830.0,0.0,0.0,0.0,108740.0,0.0,0.0,112140.0,0,112140.0
2019-11-05,0.0,0.0,1590.0,0.0,0.0,0.0,0.0,0.0,0.0,1590.0,0,1590.0
2019-11-06,0.0,0.0,0.0,2360.0,0.0,0.0,104190.0,0.0,0.0,106550.0,0,106550.0
2019-11-07,0.0,0.0,0.0,2180.0,0.0,0.0,100000.0,0.0,0.0,102180.0,0,102180.0
2019-11-09,0.0,0.0,0.0,0.0,0.0,0.0,2310.0,0.0,1260.0,3570.0,0,3570.0
2019-11-10,0.0,0.0,0.0,0.0,0.0,0.0,5490.0,0.0,0.0,5490.0,0,5490.0
2019-11-11,6950.0,0.0,25440.0,16820.0,0.0,0.0,0.0,0.0,0.0,49210.0,0,49210.0
2019-11-12,0.0,0.0,0.0,33310.0,0.0,0.0,36310.0,0.0,350.0,69970.0,0,69970.0
2019-11-13,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,100000.0,0,100000.0
2019-11-14,0.0,0.0,0.0,0.0,0.0,0.0,100640.0,0.0,4560.0,105200.0,0,105200.0
2019-11-15,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,100000.0,0,100000.0
2019-11-16,0.0,0.0,0.0,0.0,20960.0,0.0,14900.0,0.0,0.0,35860.0,0,35860.0
2019-11-17,17550.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18950.0,0,18950.0
2019-11-18,0.0,0.0,0.0,22630.0,0.0,0.0,0.0,0.0,0.0,22630.0,0,22630.0
2019-11-19,8770.0,0.0,0.0,1160.0,0.0,0.0,1140.0,0.0,0.0,11070.0,0,11070.0
2019-11-20,39450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39450.0,0,39450.0
2019-11-21,2610.0,0.0,0.0,0.0,0.0,100000.0,103300.0,0.0,5490.0,211400.0,0,211400.0
2019-11-22,15670.0,0.0,0.0,40860.0,0.0,0.0,4900.0,0.0,0.0,61430.0,0,61430.0
2019-11-23,23250.0,0.0,0.0,0.0,0.0,0.0,42810.0,0.0,760.0,66820.0,0,66820.0
2019-11-24,0.0,0.0,9660.0,5600.0,0.0,0.0,100000.0,0.0,0.0,115260.0,0,115260.0
2019-11-25,0.0,0.0,100000.0,9920.0,0.0,0.0,0.0,0.0,0.0,109920.0,0,109920.0
2019-11-26,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,21030.0,121030.0,0,121030.0
2019-11-27,1980.0,0.0,7180.0,4430.0,0.0,0.0,8580.0,12200.0,8870.0,43240.0,0,43240.0
2019-11-28,3880.0,0.0,0.0,9810.0,0.0,0.0,4580.0,0.0,0.0,18270.0,0,18270.0
2019-11-30,0.0,0.0,500.0,4590.0,0.0,0.0,23250.0,0.0,0.0,28340.0,0,28340.0
2019-12-01,0.0,0.0,0.0,22650.0,0.0,200000.0,8150.0,0.0,0.0,230800.0,0,230800.0
2019-12-02,0.0,0.0,3750.0,1550.0,0.0,0.0,26790.0,0.0,0.0,32090.0,0,32090.0
2019-12-03,0.0,0.0,0.0,0.0,0.0,0.0,100970.0,0.0,0.0,100970.0,0,100970.0
2019-12-04,0.0,0.0,0.0,64410.0,0.0,0.0,0.0,0.0,0.0,64410.0,0,64410.0
2019-12-05,0.0,0.0,0.0,1830.0,0.0,0.0,2470.0,0.0,1020.0,5320.0,0,5320.0
2019-12-06,3710.0,0.0,0.0,98840.0,0.0,0.0,200000.0,0.0,0.0,302550.0,0,302550.0
2019-12-07,0.0,0.0,0.0,0.0,0.0,0.0,3540.0,0.0,0.0,3540.0,0,3540.0
2019-12-08,0.0,0.0,2370.0,4300.0,0.0,0.0,16860.0,0.0,0.0,23530.0,0,23530.0
2019-12-09,0.0,0.0,0.0,0.0,0.0,0.0,10420.0,0.0,0.0,10420.0,0,10420.0
2019-12-10,0.0,0.0,0.0,26290.0,0.0,0.0,102770.0,0.0,0.0,129060.0,0,129060.0
2019-12-11,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,0,640.0
2019-12-12,0.0,0.0,0.0,0.0,2230.0,0.0,37890.0,0.0,0.0,40120.0,0,40120.0
2019-12-13,0.0,0.0,1860.0,1410.0,12450.0,0.0,0.0,0.0,10950.0,26670.0,0,26670.0
2019-12-14,0.0,0.0,0.0,80080.0,0.0,0.0,7120.0,0.0,0.0,87200.0,0,87200.0
2019-12-15,0.0,21670.0,0.0,0.0,0.0,0.0,0.0,0.0,2510.0,24180.0,0,24180.0
2019-12-16,49250.0,0.0,0.0,5920.0,0.0,0.0,870.0,0.0,0.0,56040.0,0,56040.0
2019-12-17,1130.0,0.0,0.0,690.0,0.0,0.0,1680.0,0.0,0.0,3500.0,0,3500.0
2019-12-18,0.0,0.0,0.0,28410.0,0.0,0.0,106190.0,0.0,0.0,134600.0,0,134600.0
2019-12-19,0.0,0.0,0.0,13690.0,0.0,0.0,26880.0,5540.0,0.0,46110.0,0,46110.0
2019-12-20,0.0,0.0,28090.0,25620.0,0.0,0.0,2160.0,0.0,0.0,55870.0,0,55870.0
2019-12-21,0.0,0.0,0.0,0.0,0.0,0.0,203240.0,0.0,0.0,203240.0,0,203240.0
2019-12-22,1690.0,0.0,0.0,0.0,0.0,100000.0,0.0,3650.0,0.0,105340.0,0,105340.0
2019-12-23,0.0,0.0,0.0,15480.0,0.0,0.0,0.0,0.0,0.0,15480.0,0,15480.0
2019-12-24,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0,100000.0
2019-12-25,0.0,0.0,0.0,0.0,3340.0,0.0,100000.0,0.0,0.0,103340.0,0,103340.0
2019-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10270.0,4730.0,15000.0,0,15000.0
2019-12-27,23250.0,0.0,0.0,0.0,0.0,0.0,2800.0,0.0,0.0,26050.0,0,26050.0
2019-12-28,0.0,0.0,1230.0,0.0,0.0,0.0,100000.0,0.0,0.0,101230.0,0,101230.0
2019-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17480.0,1970.0,19450.0,0,19450.0
2019-12-30,20540.0,0.0,27270.0,0.0,0.0,0.0,103430.0,0.0,0.0,151240.0,0,151240.0
2019-12-31,0.0,0.0,0.0,70190.0,0.0,0.0,100000.0,0.0,0.0,170190.0,0,170190.0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,8000.0,0,8000.0
2020-01-02,0.0,0.0,0.0,2880.0,0.0,0.0,1010.0,0.0,27980.0,31870.0,0,31870.0
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,650.0,0,650.0
2020-01-04,7570.0,0.0,0.0,0.0,0.0,0.0,0.0,7590.0,0.0,15160.0,0,15160.0
2020-01-05,8410.0,0.0,0.0,0.0,0.0,0.0,14190.0,0.0,1740.0,24340.0,0,24340.0
2020-01-06,0.0,0.0,0.0,0.0,1580.0,0.0,0.0,0.0,0.0,1580.0,0,1580.0
2020-01-07,0.0,0.0,0.0,6170.0,0.0,100000.0,102710.0,0.0,0.0,208880.0,0,208880.0
2020-01-08,0.0,0.0,0.0,43600.0,45640.0,0.0,0.0,0.0,0.0,89240.0,0,89240.0
2020-01-09,0.0,0.0,940.0,5120.0,0.0,0.0,0.0,0.0,10250.0,16310.0,0,16310.0
2020-01-10,0.0,0.0,0.0,14350.0,0.0,0.0,114530.0,0.0,0.0,128880.0,0,128880.0
2020-01-11,1970.0,19310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21280.0,0,21280.0
2020-01-14,0.0,0.0,1670.0,3480.0,430.0,0.0,0.0,0.0,0.0,5580.0,0,5580.0
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,1470.0,0.0,0.0,1470.0,0,1470.0
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,7660.0,0.0,0.0,7660.0,0,7660.0
2020-01-17,0.0,0.0,0.0,5870.0,0.0,0.0,42200.0,0.0,0.0,48070.0,0,48070.0
2020-01-18,0.0,0.0,0.0,2130.0,0.0,0.0,127030.0,0.0,27040.0,156200.0,0,156200.0
2020-01-19,0.0,0.0,0.0,14980.0,0.0,0.0,22010.0,1110.0,22890.0,60990.0,0,60990.0
2020-01-20,0.0,0.0,33960.0,0.0,0.0,100000.0,100000.0,0.0,0.0,233960.0,0,233960.0
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,2030.0,0.0,0.0,2030.0,0,2030.0
2020-01-22,0.0,0.0,0.0,1420.0,0.0,0.0,0.0,0.0,0.0,1420.0,0,1420.0
2020-01-23,0.0,0.0,0.0,23770.0,0.0,0.0,0.0,0.0,0.0,23770.0,0,23770.0
2020-01-24,0.0,0.0,0.0,5330.0,8410.0,0.0,15200.0,0.0,7340.0,36280.0,0,36280.0
2020-01-26,0.0,0.0,30440.0,2350.0,0.0,0.0,0.0,0.0,0.0,32790.0,0,32790.0
2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0,8890.0,0.0,530.0,9420.0,0,9420.0
2020-01-28,0.0,0.0,0.0,3140.0,0.0,0.0,18280.0,0.0,0.0,21420.0,0,21420.0
2020-01-29,1740.0,1280.0,0.0,4370.0,0.0,0.0,0.0,0.0,0.0,7390.0,0,7390.0
2020-01-30,4120.0,0.0,0.0,13180.0,0.0,0.0,0.0,0.0,0.0,17300.0,0,17300.0
2020-01-31,2630.0,0.0,2920.0,14940.0,0.0,0.0,3380.0,0.0,0.0,23870.0,0,23870.0
2020-02-01,0.0,0.0,0.0,12650.0,0.0,0.0,0.0,0.0,0.0,12650.0,0,12650.0
2020-02-02,4750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4780.0,9530.0,0,9530.0
2020-02-03,12400.0,0.0,8130.0,0.0,0.0,0.0,12720.0,0.0,670.0,33920.0,0,33920.0
2020-02-05,7630.0,0.0,0.0,4930.0,0.0,0.0,13320.0,0.0,0.0,25880.0,0,25880.0
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,2250.0,0.0,1190.0,3440.0,0,3440.0
2020-02-07,0.0,0.0,0.0,1160.0,0.0,0.0,0.0,4800.0,0.0,5960.0,0,5960.0
2020-02-08,0.0,0.0,17520.0,6760.0,0.0,0.0,12920.0,0.0,8450.0,45650.0,0,45650.0
2020-02-09,0.0,0.0,1060.0,0.0,0.0,100000.0,103770.0,0.0,6640.0,211470.0,0,211470.0
2020-02-10,0.0,0.0,1540.0,12590.0,0.0,0.0,6610.0,0.0,0.0,20740.0,0,20740.0
2020-02-11,0.0,0.0,0.0,2590.0,0.0,0.0,102970.0,0.0,0.0,105560.0,0,105560.0
2020-02-12,0.0,0.0,0.0,9240.0,0.0,0.0,540.0,0.0,0.0,9780.0,0,9780.0
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0,100000.0
2020-02-14,0.0,0.0,0.0,77110.0,0.0,0.0,2250.0,0.0,0.0,79360.0,0,79360.0
2020-02-15,0.0,0.0,4290.0,0.0,0.0,100000.0,0.0,0.0,0.0,104290.0,0,104290.0
2020-02-16,880.0,0.0,0.0,1350.0,0.0,0.0,5970.0,16650.0,0.0,24850.0,0,24850.0
2020-02-17,0.0,0.0,0.0,3910.0,0.0,0.0,100000.0,3990.0,0.0,107900.0,0,107900.0
2020-02-18,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,100000.0,0,100000.0
2020-02-19,0.0,0.0,0.0,3600.0,0.0,100000.0,0.0,0.0,0.0,103600.0,0,103600.0
2020-02-20,0.0,6300.0,0.0,17140.0,0.0,0.0,1340.0,0.0,0.0,24780.0,0,24780.0
2020-02-22,0.0,0.0,2770.0,2570.0,0.0,0.0,100200.0,0.0,0.0,105540.0,0,105540.0
2020-02-23,5200.0,0.0,2350.0,0.0,0.0,0.0,1680.0,3090.0,0.0,12320.0,0,12320.0
2020-02-24,6640.0,3090.0,5100.0,12770.0,0.0,100000.0,113610.0,0.0,0.0,241210.0,0,241210.0
2020-02-25,0.0,0.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,0,570.0
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,9620.0,0.0,0.0,9620.0,0,9620.0
2020-02-28,0.0,0.0,1650.0,0.0,0.0,0.0,18650.0,0.0,0.0,20300.0,0,20300.0
2020-02-29,0.0,1820.0,0.0,3030.0,0.0,0.0,6370.0,0.0,0.0,11220.0,0,11220.0
2020-03-01,10620.0,0.0,2740.0,43870.0,0.0,0.0,100000.0,0.0,0.0,157230.0,0,157230.0
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,4230.0,0.0,0.0,4230.0,0,4230.0
2020-03-04,5220.0,0.0,3540.0,0.0,0.0,0.0,6380.0,0.0,0.0,15140.0,0,15140.0
2020-03-05,0.0,17190.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,117190.0,0,117190.0
2020-03-06,0.0,0.0,4150.0,0.0,0.0,0.0,0.0,0.0,0.0,4150.0,0,4150.0
2020-03-08,0.0,0.0,0.0,5840.0,0.0,0.0,0.0,0.0,0.0,5840.0,0,5840.0
2020-03-09,2010.0,0.0,2320.0,0.0,0.0,0.0,11400.0,0.0,1040.0,16770.0,0,16770.0
2020-03-10,6130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6130.0,0,6130.0
2020-03-11,0.0,14220.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,16720.0,0,16720.0
2020-03-12,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0,150.0
2020-03-13,1560.0,0.0,0.0,0.0,0.0,0.0,100960.0,0.0,0.0,102520.0,0,102520.0
2020-03-14,6110.0,0.0,0.0,14110.0,0.0,0.0,0.0,0.0,0.0,20220.0,0,20220.0
2020-03-15,0.0,0.0,0.0,10180.0,0.0,0.0,9440.0,0.0,0.0,19620.0,0,19620.0
2020-03-16,0.0,0.0,0.0,520.0,0.0,0.0,44170.0,0.0,3500.0,48190.0,0,48190.0
2020-03-17,0.0,0.0,0.0,2060.0,0.0,0.0,102680.0,0.0,0.0,104740.0,0,104740.0
2020-03-18,0.0,0.0,0.0,24220.0,3730.0,0.0,0.0,0.0,0.0,27950.0,0,27950.0
2020-03-19,2070.0,0.0,0.0,6640.0,0.0,0.0,100000.0,0.0,0.0,108710.0,0,108710.0
2020-03-20,0.0,0.0,0.0,0.0,6190.0,0.0,0.0,0.0,4280.0,10470.0,0,10470.0
2020-03-21,0.0,23250.0,0.0,18770.0,0.0,100000.0,0.0,0.0,5570.0,147590.0,0,147590.0
2020-03-22,1380.0,0.0,0.0,0.0,0.0,100000.0,1530.0,0.0,0.0,102910.0,0,102910.0
2020-03-23,0.0,0.0,0.0,6060.0,0.0,0.0,0.0,0.0,4670.0,10730.0,0,10730.0
2020-03-24,0.0,0.0,2870.0,124930.0,0.0,0.0,23840.0,0.0,23250.0,174890.0,0,174890.0
2020-03-25,0.0,0.0,0.0,3860.0,0.0,0.0,0.0,0.0,6550.0,10410.0,0,10410.0
2020-03-26,12400.0,2240.0,0.0,2170.0,0.0,0.0,100560.0,0.0,17080.0,134450.0,0,134450.0
2020-03-27,0.0,0.0,0.0,4180.0,0.0,200000.0,101750.0,0.0,0.0,305930.0,0,305930.0
2020-03-28,5990.0,0.0,0.0,0.0,0.0,0.0,690.0,0.0,0.0,6680.0,0,6680.0
2020-03-29,0.0,0.0,0.0,3410.0,27970.0,0.0,112350.0,0.0,0.0,143730.0,0,143730.0
2020-03-30,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17540.0,19090.0,0,19090.0
2020-03-31,0.0,0.0,0.0,0.0,0.0,0.0,108200.0,0.0,0.0,108200.0,0,108200.0
2020-04-01,0.0,0.0,10980.0,15800.0,0.0,0.0,0.0,0.0,0.0,26780.0,0,26780.0
2020-04-02,1950.0,0.0,1680.0,23180.0,0.0,0.0,0.0,0.0,0.0,26810.0,0,26810.0
2020-04-03,0.0,0.0,0.0,1700.0,0.0,0.0,2280.0,0.0,2990.0,6970.0,0,6970.0
2020-04-04,0.0,0.0,0.0,900.0,0.0,0.0,8330.0,1930.0,0.0,11160.0,0,11160.0
2020-04-05,0.0,0.0,0.0,12980.0,0.0,0.0,100000.0,0.0,0.0,112980.0,0,112980.0
2020-04-06,0.0,0.0,35060.0,19250.0,0.0,0.0,21020.0,0.0,0.0,75330.0,0,75330.0
2020-04-07,0.0,0.0,0.0,0.0,0.0,0.0,103280.0,0.0,0.0,103280.0,0,103280.0
2020-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8380.0,0.0,8380.0,0,8380.0
2020-04-09,1040.0,0.0,24080.0,0.0,0.0,0.0,0.0,0.0,0.0,25120.0,0,25120.0
2020-04-10,62970.0,0.0,0.0,280.0,0.0,0.0,26950.0,0.0,0.0,90200.0,0,90200.0
2020-04-11,0.0,1080.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,101080.0,0,101080.0
2020-04-12,0.0,0.0,0.0,0.0,0.0,0.0,108940.0,0.0,0.0,108940.0,0,108940.0
2020-04-13,0.0,0.0,5490.0,1800.0,0.0,0.0,0.0,0.0,0.0,7290.0,0,7290.0
2020-04-14,0.0,0.0,0.0,20900.0,0.0,0.0,100000.0,0.0,0.0,120900.0,0,120900.0
2020-04-15,0.0,0.0,0.0,1670.0,0.0,0.0,4060.0,0.0,32460.0,38190.0,0,38190.0
2020-04-16,6230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6230.0,0,6230.0
2020-04-17,0.0,2680.0,4760.0,0.0,0.0,100000.0,100560.0,0.0,0.0,208000.0,0,208000.0
2020-04-18,0.0,0.0,0.0,4670.0,0.0,0.0,0.0,0.0,0.0,4670.0,0,4670.0
2020-04-19,0.0,0.0,0.0,6500.0,0.0,0.0,104450.0,0.0,8540.0,119490.0,0,119490.0
2020-04-20,9970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,10390.0,0,10390.0
2020-04-21,0.0,0.0,9680.0,0.0,0.0,0.0,100000.0,0.0,0.0,109680.0,0,109680.0
2020-04-22,0.0,0.0,0.0,53870.0,0.0,0.0,0.0,0.0,0.0,53870.0,0,53870.0
2020-04-23,6620.0,0.0,2700.0,0.0,0.0,0.0,203220.0,0.0,19570.0,232110.0,0,232110.0
2020-04-24,420.0,0.0,0.0,0.0,0.0,0.0,8290.0,0.0,0.0,8710.0,0,8710.0
2020-04-25,15430.0,0.0,510.0,115550.0,0.0,100000.0,100000.0,0.0,0.0,331490.0,0,331490.0
2020-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,2020.0,0,2020.0
2020-04-27,0.0,0.0,800.0,7510.0,0.0,0.0,580.0,0.0,4060.0,12950.0,0,12950.0
2020-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12240.0,0.0,12240.0,0,12240.0
2020-04-29,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,1840.0,201840.0,0,201840.0
2020-04-30,0.0,0.0,6770.0,0.0,0.0,0.0,3260.0,0.0,0.0,10030.0,0,10030.0
2020-05-01,0.0,0.0,0.0,13200.0,0.0,0.0,1160.0,1870.0,0.0,16230.0,0,16230.0
2020-05-02,0.0,0.0,0.0,0.0,0.0,0.0,3940.0,0.0,0.0,3940.0,0,3940.0
2020-05-03,0.0,0.0,23250.0,28670.0,0.0,0.0,0.0,0.0,0.0,51920.0,0,51920.0
2020-05-04,0.0,0.0,0.0,1650.0,0.0,0.0,33640.0,0.0,0.0,35290.0,0,35290.0
2020-05-05,0.0,0.0,10720.0,0.0,0.0,0.0,100000.0,0.0,970.0,111690.0,0,111690.0
2020-05-06,0.0,0.0,5380.0,0.0,0.0,0.0,0.0,0.0,0.0,5380.0,0,5380.0
2020-05-07,3090.0,0.0,0.0,1290.0,0.0,0.0,0.0,25290.0,4960.0,34630.0,0,34630.0
2020-05-08,0.0,0.0,0.0,23250.0,0.0,0.0,100000.0,0.0,0.0,123250.0,0,123250.0
2020-05-09,480.0,0.0,0.0,6410.0,1160.0,100000.0,201130.0,0.0,0.0,309180.0,0,309180.0
2020-05-10,0.0,0.0,0.0,0.0,0.0,0.0,24130.0,0.0,10460.0,34590.0,0,34590.0
2020-05-11,0.0,0.0,1740.0,0.0,0.0,0.0,11400.0,0.0,0.0,13140.0,0,13140.0
2020-05-12,0.0,0.0,910.0,0.0,0.0,0.0,100000.0,0.0,1120.0,102030.0,0,102030.0
2020-05-13,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0,2840.0
2020-05-14,0.0,0.0,0.0,0.0,2400.0,0.0,0.0,0.0,0.0,2400.0,0,2400.0
2020-05-15,5350.0,0.0,0.0,11290.0,0.0,0.0,0.0,0.0,0.0,16640.0,0,16640.0
2020-05-17,14870.0,0.0,0.0,0.0,0.0,0.0,1330.0,0.0,0.0,16200.0,0,16200.0
2020-05-18,0.0,0.0,0.0,19980.0,0.0,0.0,18420.0,0.0,0.0,38400.0,0,38400.0
2020-05-20,0.0,0.0,0.0,0.0,0.0,0.0,3710.0,0.0,0.0,3710.0,0,3710.0
2020-05-21,0.0,0.0,0.0,0.0,0.0,0.0,238190.0,9540.0,0.0,247730.0,0,247730.0
2020-05-22,7660.0,0.0,0.0,470.0,0.0,0.0,4280.0,0.0,0.0,12410.0,0,12410.0
2020-05-23,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0,0,780.0
2020-05-24,0.0,0.0,0.0,13770.0,0.0,0.0,0.0,0.0,0.0,13770.0,0,13770.0
2020-05-25,0.0,0.0,0.0,10750.0,0.0,200000.0,0.0,0.0,0.0,210750.0,0,210750.0
2020-05-26,0.0,0.0,0.0,0.0,0.0,0.0,5690.0,0.0,2990.0,8680.0,0,8680.0
